year,county,POP_TOTAL,POP_F_0TO11,POP_F_12TO17,POP_F_18TO39,POP_F_40UP,POP_F_TOTAL,POP_M_0TO11,POP_M_12TO17,POP_M_18TO39,POP_M_40UP,POP_M_TOTAL,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ANIMALCR,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ANIMALCR,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HACKCOMP,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ANIMALCR,JRN_ARSON,JRN_ASSAULT,JRN_BRIBERY,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_HACKCOMP,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ARSON,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_HOMICIDE,JUV_KIDNAP,JUV_MVCR,JUV_OBSGOV,JUV_OTHER,JUV_OTHPROPCR,JUV_PUBDIST,JUV_SEXCR,JUV_TOTAL,JUV_WEAPVIOL,MIN_ARSON,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_HOMICIDE,MIN_KIDNAP,MIN_MVCR,MIN_OBSGOV,MIN_OTHER,MIN_OTHPROPCR,MIN_PUBDIST,MIN_SEXCR,MIN_WEAPVIOL,MAX_ARSON,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_HOMICIDE,MAX_KIDNAP,MAX_MVCR,MAX_OBSGOV,MAX_OTHER,MAX_OTHPROPCR,MAX_PUBDIST,MAX_SEXCR,MAX_WEAPVIOL
2019,KLICKITAT,22430,1407,750,2222,6670,11048,1414,806,2368,6795,11382,0,0,0,0,0,0,0,0,0,0,1,98,0,102,97,20,0,2,6,0,0,1,0,1,0,0,370,0,135,1,30,167,535,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6,13,8,0,1,1,0,216,0,0,0,0,0,0,0,0,1,27,333,10,3,22,38,1,3,19,24,0,6,113,-99,-99,-99,49,32.34,14,2,17,0,0,15,9,0,1,58,0,3.1,2.5,4.5,1.9,0,0,1.9,1.9,0,12,0,23,2,140,18,43,10,3,7,0,1,3,6,0,3,33,0,49.2,50.6,29,19,0,280,38,39,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,48,10,0,0,0,6,0,0,0,0,0,0,0,0,26,107,0,0,0,1,0,0,1,3,7,2,8,0,0,1,1,1,6,1,2,32,0,23.33333333,6.857142857,144.96875,20,4.25,0,0,30,1442,5,13.5,5,1442,0,23.33333333,6.857142857,162.03125,20,4.25,0,0,30,1624,5,13.5,5,1624,0
2020,KLICKITAT,22770,1403,763,2272,6805,11243,1430,802,2423,6872,11527,0,0,0,0,0,0,0,0,0,0,0,69,0,80,96,10,0,2,12,0,0,0,0,0,0,0,365,0,107,1,18,186,490,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,17,3,0,0,1,0,146,0,0,0,0,0,0,0,0,0,25,241,11,2,12,20,1,2,17,12,2,3,69,-99,-99,-99,49,26.33,8,0,12,0,0,12,9,0,1,42,0,1.5,2,0,1.8,0,0,2.6,2.2,0,1,0,16,1,147,8,25,7,0,8,1,0,2,2,1,1,22,0,31.7,30,0,17.3,90,0,20.5,24,108,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,7,19,0,1,0,7,1,0,8,3,6,9,4,0,0,1,1,1,14,0,0,41,2,43.33333333,58.33333333,45.70731707,95.44444444,8.75,0,0,5,10,0,25.71428571,0,0,62.5,92.33333333,131.8333333,87.36585366,170.8888889,8.75,0,0,5,10,0,46.71428571,0,0,136
1990,LEWIS,59358,5491,2709,8810,13156,30166,5739,2970,8704,11779,29192,158,13,725,0,135,29,29,1641,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,74,132,0,22,1780,11,16,149,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,60,3,0,71,136,11,27,334,8,35,41,80,84,20,34,39,1,0,16,60,3,12,185,0,3.5,2.4,2.3,2,2,0,2.5,1.7,6.9,4,0,45,0,11,12,57,1,14,12,2,1,7,0,4,15,56,0,18,49,28.8,26.3,25.5,480,19.2,0,55,74.9,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1991,LEWIS,60604,5604,2783,8861,13512,30764,5855,3068,8773,12140,29840,155,10,582,6,145,26,19,1772,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,106,110,4,26,1577,16,11,133,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,66,6,0,68,138,5,21,340,5,37,41,80,83,19,27,24,0,0,12,68,2,6,158,0,3.7,2.9,3.6,1.6,0,0,2.8,2.3,10.4,7.2,0,27,0,2,12,39,3,7,12,3,1,4,4,8,8,50,0,28.7,63.3,67.9,48.3,44,165,14.5,19.3,59.8,139.4,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1992,LEWIS,61325,5653,2846,8827,13777,31108,5904,3135,8766,12407,30217,146,16,577,4,100,21,24,1937,2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,76,140,3,17,1684,5,6,146,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,91,4,0,76,118,4,29,366,14,33,38,80,85,17,35,32,0,0,18,49,1,7,159,0,3.2,2.2,3.4,1.5,0,0,1.2,1.3,9.9,5.4,0,40,0,4,5,45,8,11,14,1,3,7,1,0,10,55,0,51.5,45.1,31.5,38.4,41,164,15.4,36,0,50.8,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1993,LEWIS,62798,5743,2954,8878,14245,31825,6000,3258,8847,12863,30973,115,24,622,3,142,25,19,1903,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6,102,107,1,21,2044,8,11,359,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,68,1,0,64,138,5,45,347,19,31,36,80,86,23,27,36,0,0,17,56,3,9,171,0,4,2.8,4.6,1.3,0,0,3.1,1.8,7,4.8,0,51,0,1,13,64,8,12,17,1,4,4,5,6,12,69,0,47.1,58.9,27.8,42.8,55,311.5,15.5,25.6,62.5,63.3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1994,LEWIS,63641,5757,3025,8833,14608,32228,6008,3345,8836,13221,31413,127,23,601,0,146,24,21,2135,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3,107,167,1,27,1723,13,8,351,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,80,4,0,53,103,4,28,304,26,35,37,80,98,22,22,31,0,0,10,44,0,19,148,0,4.7,2.6,2.5,1.5,0,0,2.9,1.5,0,4.2,0,46,0,6,17,63,4,15,17,1,0,9,9,1,18,74,0,39.8,50.1,34.1,39.4,30,0,28.6,22.7,60,101.1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1995,LEWIS,65277,5818,3138,8897,15169,33027,6067,3480,8933,13768,32250,179,21,726,1,259,27,24,2388,3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,6,110,191,2,25,1810,12,3,279,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,125,3,0,76,158,7,27,445,29,38,39,80,106,23,18,41,0,0,18,44,1,7,152,0,4.3,2.5,2.7,1.9,0,0,2.5,1.7,5.9,3.8,0,61,0,6,12,73,17,13,17,3,2,6,5,2,12,77,0,30.1,48.6,39.5,44.1,27,301.5,27.3,19.6,29.5,80.3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1996,LEWIS,66283,5805,3216,8876,15606,33508,6048,3583,8938,14203,32775,136,18,828,4,205,60,25,2965,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5,135,258,3,22,2484,13,8,389,3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,105,4,0,115,153,5,44,499,34,49,63,186,146,40,27,61,0,0,10,86,0,6,230,0,4.5,2.5,3.8,1.7,0,0,2.7,1.6,0,5.6,0,68,0,7,8,76,15,13,17,0,3,1,8,5,13,75,0,51.5,55.2,30.7,32.9,0,298,15,24.3,49.6,81.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1997,LEWIS,67350,5817,3264,8882,16051,34017,6054,3646,8976,14650,33333,142,16,734,2,193,38,30,2452,3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2,113,270,2,23,3411,9,14,432,4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,187,4,0,202,249,10,32,779,26,78,81,186,185,51,25,71,0,0,40,88,2,8,285,0,3,2.4,2,1.7,0,0,3.2,2.1,4.3,2.9,0,92,0,4,27,119,27,18,31,4,1,13,17,3,14,128,0,29.3,42.5,39.3,34.8,36.1,123,18,28.5,35.3,126.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1998,LEWIS,67932,5762,3267,8831,16418,34281,5992,3653,8967,15031,33651,117,9,700,2,167,40,28,2316,3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,128,488,1,20,3391,15,15,341,4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,286,5,0,276,249,15,32,954,0,93,109,186,202,79,44,149,0,0,54,151,2,13,492,0,3.1,1.9,1.3,1.2,0,0,2.9,1.5,8.5,5,0,104,0,9,32,136,36,31,30,1,2,20,30,8,13,171,0,32.1,42.4,49.3,55.7,41,263.5,21.7,21.9,46.4,66.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1999,LEWIS,68542,5709,3259,8811,16782,34562,5927,3654,8990,15409,33980,130,17,646,0,194,49,25,2101,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,6,119,421,0,42,3637,23,12,263,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,234,1,0,282,232,11,46,928,0,111,117,186,228,69,31,178,0,0,73,133,1,16,501,0,3.7,2.5,1.9,1.9,0,0,3.2,2,8,5.6,0,147,0,16,43,190,43,42,53,2,1,43,46,11,10,251,0,30.9,37.6,47,43.3,32.5,240,20.4,24.2,84,61.8,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2000,LEWIS,68600,5558,3244,8756,17037,34595,5769,3634,8903,15699,34005,133,20,737,7,185,45,32,2122,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7,122,366,6,31,3549,13,19,292,4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,208,6,0,222,161,24,47,785,0,121,105,186,226,61,28,149,0,0,77,105,2,9,431,0,2.9,2.2,1.3,1.8,0,0,3,1.8,4.5,6.4,0,165,0,23,63,228,61,41,49,1,0,41,37,4,17,251,0,34.3,40.5,49.1,43,24,0,22.4,22.5,198.2,80.8,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2001,LEWIS,69500,5552,3281,8755,17448,35035,5762,3664,8936,16102,34465,157,21,643,1,164,47,27,1982,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,96,365,2,31,3480,18,28,289,4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,209,7,0,219,212,24,67,855,0,78,123,186,201,84,20,110,0,0,48,101,2,21,386,0,2.7,2.1,1,1.4,0,0,3.2,1.5,2.1,4.4,0,159,1,8,55,215,57,38,41,1,2,38,38,15,17,247,0,26.2,36.9,34.9,36,20,181,14.2,19.8,78.8,115.2,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2002,LEWIS,70200,5525,3302,8724,17830,35382,5732,3675,8930,16480,34818,138,20,630,3,181,44,35,2082,3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,12,119,406,1,31,3439,30,28,367,4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,282,8,0,253,238,26,79,1008,0,94,108,186,202,62,30,120,0,0,60,76,3,28,379,0,2.1,1.9,1.3,1.3,0,0,2.2,1.9,3,4.3,0,162,1,16,75,238,59,43,52,3,1,39,54,13,20,284,0,34.2,38.3,50.9,30.2,117,0,19.5,21.7,56.9,102.1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2003,LEWIS,70400,5453,3285,8638,18101,35478,5653,3654,8859,16757,34922,119,21,659,0,292,33,34,2071,3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,9,125,455,0,29,3857,17,22,301,4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,290,2,0,242,244,16,93,1003,0,124,109,186,233,77,29,173,0,0,57,127,3,37,503,0,2.4,2,0.8,1.5,0,0,3.1,1.6,5.3,3.9,0,150,1,65,93,244,50,45,61,3,2,40,51,17,22,291,0,31.9,32.9,33.7,29.1,31,170,18.9,20.1,33.8,81.3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2004,LEWIS,70700,5411,3256,8592,18365,35625,5605,3625,8816,17028,35075,147,12,686,1,225,38,32,2333,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,11,184,337,1,38,3277,18,25,324,4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,202,4,0,238,239,21,59,919,0,113,67,186,180,92,30,138,1,0,76,101,0,39,477,0,3,2.7,2.9,2.2,1,0,3.2,2.5,0,3.5,0,146,2,78,85,233,43,40,63,1,1,30,55,4,26,263,0,31.6,34.8,42.3,25.8,144,280,20.6,23.5,49,78.1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2005,LEWIS,71600,5417,3268,8623,18764,36071,5607,3647,8848,17427,35529,117,20,739,3,287,56,24,2292,3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,6,126,310,0,25,2726,25,9,312,3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,237,2,0,180,225,9,71,850,-99,-99,-99,-99,-99,77,32,91,0,0,78,107,2,29,416,0,3.1,3,2.8,3,0,0,3.2,2.5,3.5,3.5,0,145,5,139,97,247,62,39,72,3,0,45,57,4,24,306,0,30.7,36.1,37.5,25.4,71.7,0,26.8,24.2,156.8,101.7,0,17,1,51,31,0,7,385,11,4,88,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2006,LEWIS,72900,5471,3295,8779,19170,36716,5661,3681,9013,17828,36184,112,22,546,0,230,25,19,1757,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,110,296,1,39,2577,14,18,249,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,284,4,0,129,183,18,46,769,15,205,49,356,269,56,16,97,0,0,74,85,1,7,336,0,3.1,2.7,2.9,2,0,0,3.1,2.5,1,8.6,0,111,3,185,85,199,44,25,75,0,0,21,37,6,16,224,0,29,30.4,30.9,27.9,0,0,20.5,23.6,38.7,71.3,0,9,2,15,33,0,4,360,4,1,59,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,8,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2007,LEWIS,74100,5520,3311,8916,19562,37309,5711,3697,9165,18218,36791,139,19,562,2,182,27,31,1958,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,6,88,296,3,32,2564,14,21,218,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,295,6,10,133,177,18,114,843,-99,-99,-99,-99,-99,47,7,128,0,0,40,77,2,25,326,0,2.6,2.5,2.3,2.2,0,0,3.4,2.4,3.5,3,0,71,6,225,71,148,29,13,71,0,0,14,38,3,19,187,0,28.4,27.8,40.5,20.7,0,0,17,23.9,37.7,59,0,23,11,25,27,0,4,369,4,1,44,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,28,23,20,38,17,18,0,0,1,1,11,15,2,11,142,8,8.65,54.05263158,36.03521127,16.35294118,9.5,0,0,5,9,35.81818182,11.2,0,162.1818182,10.125,8.65,70.44736842,42.49295775,25,9.5,0,0,5,9,35.81818182,11.2,0,175.5454545,10.125
