year,county,POP_TOTAL,POP_F_0TO11,POP_F_12TO17,POP_F_18TO39,POP_F_40UP,POP_F_TOTAL,POP_M_0TO11,POP_M_12TO17,POP_M_18TO39,POP_M_40UP,POP_M_TOTAL,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ANIMALCR,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ANIMALCR,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HACKCOMP,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ANIMALCR,JRN_ARSON,JRN_ASSAULT,JRN_BRIBERY,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_HACKCOMP,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ARSON,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_HOMICIDE,JUV_KIDNAP,JUV_MVCR,JUV_OBSGOV,JUV_OTHER,JUV_OTHPROPCR,JUV_PUBDIST,JUV_SEXCR,JUV_TOTAL,JUV_WEAPVIOL,MIN_ARSON,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_HOMICIDE,MIN_KIDNAP,MIN_MVCR,MIN_OBSGOV,MIN_OTHER,MIN_OTHPROPCR,MIN_PUBDIST,MIN_SEXCR,MIN_WEAPVIOL,MAX_ARSON,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_HOMICIDE,MAX_KIDNAP,MAX_MVCR,MAX_OBSGOV,MAX_OTHER,MAX_OTHPROPCR,MAX_PUBDIST,MAX_SEXCR,MAX_WEAPVIOL
1992,FERRY,6773,659,357,946,1284,3248,685,415,1028,1396,3525,43,0,54,0,7,16,1,93,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,18,0,1,241,3,2,17,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,10,21,0,5,54,2,6,4,20,12,5,4,6,1,0,0,5,0,1,22,0,4.7,3,2.4,3.1,3,0,0,1.4,0,4,0,3,0,0,1,4,0,1,0,0,1,0,1,0,1,3,0,0,59.5,22,0,0,192,0,12,0,12,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1993,FERRY,6714,639,356,914,1312,3221,666,417,987,1420,3493,13,1,48,2,2,4,0,110,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,23,0,1,248,4,0,20,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,13,7,0,6,47,1,9,5,20,15,6,6,6,1,0,1,6,0,2,28,0,6.8,4.4,5.3,1.4,3,0,3,2.9,0,9,0,2,0,0,1,3,0,1,0,0,0,0,0,0,2,3,0,0,76.1,22,0,0,0,0,0,0,103.1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1994,FERRY,6893,640,367,913,1388,3308,671,433,981,1500,3585,35,0,73,1,8,4,0,109,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,24,0,3,236,4,0,26,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,10,0,5,34,1,9,4,20,14,5,0,3,0,0,2,5,0,0,15,0,7.8,4.2,0,2.8,0,0,4.9,1.2,0,0,0,4,0,0,1,5,0,1,1,0,0,0,0,0,3,5,0,0,79.6,90,12,0,0,0,0,0,98.7,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1995,FERRY,6927,624,370,893,1438,3325,657,442,952,1552,3602,29,3,109,0,15,2,2,126,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,6,16,0,2,262,2,1,9,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,0,11,15,1,8,54,1,3,4,20,8,4,2,5,0,0,0,4,0,3,18,0,4.2,2.9,1.5,1.7,0,0,0,1.5,0,5.9,0,3,0,0,3,6,1,1,1,0,0,0,0,0,1,4,0,20,51.8,29,14,0,0,0,0,0,144,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1996,FERRY,7130,621,381,895,1527,3423,656,461,946,1642,3707,13,0,72,0,12,3,1,96,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,16,0,1,210,0,1,11,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,8,14,1,3,50,3,4,5,22,12,3,1,6,0,0,2,5,0,0,17,0,4.8,2.5,1.5,1.6,0,0,1.7,2.6,0,0,0,7,0,0,3,10,3,2,0,1,0,1,1,0,4,12,0,21.2,52,60,0,18,0,14,17,0,98,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1997,FERRY,7127,602,377,871,1572,3422,640,459,917,1687,3705,9,4,52,0,5,4,0,79,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,12,0,1,130,2,0,8,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,0,10,14,0,1,45,4,5,4,22,13,4,2,6,0,0,0,4,0,0,16,0,6,3.5,4.5,0.7,0,0,0,4.8,0,0,0,5,0,0,3,8,0,0,0,0,1,1,1,0,1,4,0,0,103.5,0,0,0,240,30,12,0,132,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1998,FERRY,7042,574,367,841,1601,3382,613,450,879,1716,3660,5,0,28,0,2,0,1,76,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,22,0,1,116,0,0,12,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,4,16,2,3,50,3,5,3,22,11,4,2,2,0,0,3,2,0,1,14,0,2.8,3.6,2.2,4.5,0,0,5.4,2.2,0,6,0,5,0,0,1,6,2,1,0,0,0,0,3,0,0,6,0,20,18.7,16,0,0,0,0,18.7,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1999,FERRY,7271,571,372,849,1703,3494,614,458,884,1821,3777,2,2,39,0,5,0,0,56,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,20,0,3,122,0,0,10,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,7,9,0,7,35,3,6,4,22,13,4,2,6,0,0,0,2,0,0,14,0,2.2,1.7,2.2,1.3,0,0,0,1,0,0,0,6,0,0,1,7,1,1,2,0,0,0,0,1,2,7,0,12,40,51,33,0,0,0,0,42,54.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2000,FERRY,7260,543,366,832,1755,3496,589,453,850,1872,3764,5,1,30,2,6,0,0,50,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,29,2,6,136,0,0,10,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,9,5,0,3,33,6,4,3,22,13,1,1,3,0,0,4,2,0,1,12,0,3,3,2,1,0,0,5.2,0.9,0,6,0,4,0,0,2,6,1,1,0,0,1,1,0,1,2,7,0,18,68.7,14,0,0,225,13,0,73,69,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2001,FERRY,7300,538,367,824,1784,3513,584,452,847,1906,3787,3,2,33,0,6,0,0,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,17,11,0,1,125,1,0,9,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,6,3,0,4,23,10,4,3,22,17,2,0,5,0,0,1,2,0,0,10,0,3,2.6,0,1.3,0,0,8,3.1,0,0,0,5,0,0,2,7,1,0,2,2,1,1,0,0,2,9,0,22,149.3,0,76,21,840,12,0,0,138,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2002,FERRY,7300,529,365,812,1808,3513,573,449,837,1930,3787,9,0,25,0,2,0,0,40,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,31,0,1,141,0,0,13,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,10,11,0,7,41,9,4,5,22,18,1,0,4,0,0,1,1,0,1,8,0,3,3.5,0,1.2,0,0,2,6,0,12,0,1,0,2,1,2,2,0,0,0,0,0,0,0,2,4,0,81,81,0,0,0,0,0,0,0,81,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2003,FERRY,7300,520,361,799,1831,3511,562,444,827,1957,3789,4,0,19,0,2,0,0,31,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,0,2,118,0,0,7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,7,7,0,3,32,4,7,1,22,12,2,1,0,0,0,1,3,0,1,8,0,1,1.3,3,0,0,0,0.5,1.3,0,1,0,2,0,2,2,4,1,0,1,0,0,0,0,0,3,5,0,18,69,0,36,0,0,0,0,0,97,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2004,FERRY,7300,513,357,790,1852,3510,556,438,818,1980,3790,2,0,9,1,2,4,0,28,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2,0,11,21,0,4,55,-99,-99,-99,-99,-99,9,0,4,0,0,1,12,0,0,26,0,2.7,2.1,0,1.7,0,0,3,1.6,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,2,3,0,60,54.5,0,0,0,0,0,0,0,51.8,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2005,FERRY,7400,513,358,793,1894,3556,554,441,818,2029,3844,5,0,14,0,3,1,0,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,2,114,1,0,13,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,6,11,0,4,35,-99,-99,-99,-99,-99,5,3,5,0,0,1,2,0,3,19,0,8.2,5.2,5.3,5.2,0,0,2,0.7,0,4.2,0,11,0,5,0,11,2,2,2,2,0,1,2,0,1,12,0,15.5,18.3,25,12,24,0,18,18,0,12,0,1,0,1,4,0,0,24,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2006,FERRY,7500,514,359,802,1927,3603,557,444,830,2066,3897,4,0,10,0,4,2,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,21,0,0,116,1,0,12,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,8,15,0,2,34,8.3,6.2,6.9,22,21.4,2,0,2,0,0,0,3,1,0,8,0,3.5,4.2,0,2.2,0,0,0,7,1.5,0,0,3,0,4,1,4,2,2,1,1,0,0,2,0,2,10,0,52.5,57.5,12,36,36,0,0,18,0,169,0,1,0,0,0,0,0,15,1,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2007,FERRY,7550,513,358,805,1947,3624,554,442,834,2097,3926,4,0,11,1,2,0,0,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,1,0,102,0,0,6,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,1,5,3,0,16,40,-99,-99,-99,-99,-99,3,0,3,0,0,2,3,0,2,13,0,2,2.7,0,1.8,0,0,3,5.3,0,0.5,0,4,0,19,1,5,1,1,1,1,0,0,0,0,1,5,0,13,83,12,36,36,0,0,0,0,318,0,1,0,0,0,0,1,15,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,2,0,0,1,1,0,0,0,0,12,0,8,21.66666667,6.833333333,1.5,0,0,0,2,1,0,0,0,0,0,8,21.66666667,6.833333333,1.5,0,0,0,2,1,0,0,0,0,0
2008,FERRY,7700,521,358,819,1996,3693,563,440,850,2154,4007,8,0,16,1,2,0,0,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,15,1,3,92,0,0,13,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,1,2,9,8,1,4,47,-99,-99,-99,-99,-99,2,0,3,0,0,0,2,0,0,7,0,3,2,0,0.9,0,0,0,2.5,0,0,0,1,0,20,1,2,0,0,0,0,1,0,1,0,0,2,0,0,98.5,0,0,0,168,0,29,0,0,0,1,0,5,0,0,1,22,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,2,3,0,0,0,0,0,1,2,0,0,12,1,30,206.5,58.41666667,30,0,0,0,0,0,24,30,0,0,24,30,318.5,77.08333333,30,0,0,0,0,0,24,30,0,0,24
2009,FERRY,7800,525,353,825,2035,3739,568,436,855,2204,4061,6,0,7,0,0,1,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,12,0,0,107,0,0,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,8,8,0,7,34,-99,-99,356,52,27,2,1,4,0,0,2,2,0,0,11,0,7.5,2.5,3,0.8,0,0,2,0.9,0,0,0,1,1,22,3,5,1,0,1,0,0,1,0,0,0,3,0,12,12,0,12,0,0,12,0,0,0,0,0,0,1,1,0,0,11,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,12,0,0,0,0,0,0,2,2,0,24,0,14.875,0,16.83333333,19.25,0,0,0,0,0,0,20,7,0,0,14.875,0,16.83333333,19.25,0,0,0,0,0,0,20,7,0,0
2010,FERRY,7850,526,348,822,2065,3761,568,428,851,2243,4089,8,0,15,0,4,0,0,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,14,0,1,106,0,0,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,3,11,0,1,35,-99,29,40,52,22,1,0,1,0,0,1,5,0,3,11,0,1,3.4,0,0.5,0,0,8,4.2,0,2.4,0,2,0,23,1,3,0,0,0,0,1,0,0,0,0,1,0,0,407,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,5,0,16,0,19,26.5,0,0,0,0,0,0,10,0,0,0,16,0,19,26.5,0,0,0,0,0,0,10,0,0,0
